"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1960",14.1,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1961",13.75,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1962",12.93,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1963",12.87,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1964",12.03,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1965",11.96,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1966",10.76,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1967",10.5,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1968",9.9,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1969",9.73,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1970",8.47,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1971",8.82,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1972",8.7,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1973",7.9,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1974",8.17,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1975",8.22,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1976",8.11,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1977",7.32,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1978",7.35,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1979",7.18,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1980",6.82,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1981",7.22,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1982",7.08,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1983",7.15,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1984",6.79,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1985",7.09,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1986",6.39,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1987",6.07,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1988",6.09,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1989",5.93,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1990",5.89,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1991",6.1,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1992",5.45,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1993",6.01,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1994",5.9,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1995",5.98,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1996",6.17,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1997",6.32,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1998",5.95,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1999",5.9,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",5.88,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",6.13,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",6.17,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",5.98,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",5.8,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",5.69,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",5.63,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",5.62,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",5.57,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",4.39,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",5.25,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",5.4,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",5.45,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",6.07,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",6.34,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",6.4,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",6.39,
"AUS","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",6.71,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1960",16.06,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1961",14.91,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1962",14.11,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1963",13.24,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1964",12.65,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1965",14.49,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1966",15.47,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1967",15.1,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1968",14.05,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1969",12.32,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1970",13.58,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1971",10.99,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1972",10.53,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1973",10.84,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1974",12.57,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1975",13.54,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1976",11.27,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1977",13.41,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1978",13.48,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1979",14.38,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1980",15.58,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1981",17.69,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1982",18.81,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1983",18.72,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1984",18.41,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1985",19.25,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1986",20.36,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1987",21.95,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1988",25.64,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1989",23.91,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1990",20.25,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1991",19.81,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1992",21.57,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1993",22.46,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1994",21.84,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1995",21.97,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1996",20.49,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1997",20.86,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1998",20.66,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1999",23.14,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",22.98,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",22.03,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",21.27,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",18.72,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",19.66,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",20.77,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",21.89,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",23.71,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",24.73,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",27.68,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",26.79,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",26.39,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",29.93,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",30.19,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",30.27,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",29.59,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",30.16,
"AUT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",29.7,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1960",0.06,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1961",0.07,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1962",0.05,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1963",0.04,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1964",0.03,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1965",0.08,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1966",0.09,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1967",0.07,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1968",0.06,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1969",0.05,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1970",0.05,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1971",0.03,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1972",0.04,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1973",0.05,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1974",0.08,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1975",0.08,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1976",0.06,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1977",0.14,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1978",0.18,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1979",0.19,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1980",0.17,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1981",0.2,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1982",0.09,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1983",0.1,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1984",0.1,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1985",0.11,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1986",0.17,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1987",0.2,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1988",0.21,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1989",0.6,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1990",1,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1991",0.97,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1992",0.95,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1993",0.83,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1994",0.77,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1995",0.99,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1996",0.94,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1997",0.92,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1998",1,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1999",1.06,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",1.1,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",1.21,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",1.28,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",1.5,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",1.66,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",1.99,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",2.36,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",2.81,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",3.28,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",4.06,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",4.71,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",5.55,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",6.25,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",6.26,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",6.42,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",6.87,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",6.93,
"BEL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",7.43,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1960",17.39,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1961",16.65,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1962",15.8,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1963",14.7,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1964",14.63,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1965",13.76,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1966",14.39,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1967",14.15,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1968",14.01,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1969",14.74,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1970",15.29,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1971",15.28,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1972",15.23,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1973",15.41,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1974",15.98,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1975",14.24,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1976",14.39,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1977",14.36,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1978",14.98,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1979",14.77,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1980",15.23,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1981",16.08,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1982",16.3,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1983",17.17,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1984",17.26,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1985",17.92,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1986",18.12,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1987",17.82,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1988",16.74,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1989",15.5,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1990",17.19,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1991",17.7,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1992",17.65,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1993",17.38,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1994",17.66,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1995",17.81,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1996",17.9,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1997",17.56,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1998",17.27,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1999",17.56,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",17.58,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",16.59,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",17.61,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",16.23,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",16.34,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",16.69,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",15.93,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",16.57,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",16.84,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",17.23,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",16.73,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",17.42,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",17.6,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",18.2,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",17.54,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",17.55,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",17.42,
"CAN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",17.26,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1960",,"L"
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1961",,"L"
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1962",,"L"
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1963",,"L"
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1964",,"L"
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1965",,"L"
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1966",,"L"
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1967",,"L"
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1968",,"L"
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1969",,"L"
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1970",,"L"
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1971",0.23,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1972",0.24,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1973",0.21,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1974",0.37,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1975",0.36,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1976",0.28,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1977",0.35,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1978",0.35,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1979",0.41,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1980",0.44,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1981",0.38,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1982",0.3,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1983",0.3,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1984",0.23,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1985",0.29,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1986",0.32,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1987",0.41,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1988",0.36,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1989",0.29,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1990",2.29,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1991",2.53,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1992",3.8,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1993",3.85,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1994",3.85,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1995",3.43,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1996",3.32,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1997",3.6,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1998",3.79,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1999",4.29,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",3.92,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",4.11,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",4.56,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",4.1,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",4.4,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",4.61,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",4.78,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",5.02,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",5.56,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",6.67,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",6.94,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",7.9,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",8.53,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",9.36,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",9.95,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",10.18,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",10.38,
"CZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",10.34,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1960",0.02,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1961",0.02,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1962",0.02,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1963",0.02,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1964",0.02,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1965",0.02,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1966",0.02,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1967",0.01,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1968",0.01,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1969",0.01,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1970",1.63,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1971",1.78,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1972",1.6,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1973",1.62,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1974",1.75,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1975",1.84,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1976",1.79,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1977",1.75,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1978",1.9,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1979",2.28,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1980",3.06,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1981",4.07,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1982",4.33,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1983",4.8,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1984",4.86,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1985",4.45,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1986",4.77,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1987",5.45,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1988",5.76,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1989",6.23,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1990",5.94,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1991",5.85,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1992",6.47,
"DNK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1993",6.59,
